Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1 (city),Location 1,Location 1 (state),Location 2
ALABAMA,2014,34,,-,0,,2,,7,,6,,,-,2,,5,,68,,58,,,-,0,,5,,18,,14,,,POINT (-86.63185803899967 32.84057034900047),ALABAMA,
SOUTH CAROLINA,2014,34,,-,0,,1,,4,,8,,,-,1,,3,,17,,32,,,-,0,,1,,3,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
VERMONT,2014,34,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,,POINT (-72.51763944499965 43.62538000100045),VERMONT,
WISCONSIN,2014,34,,-,0,,3,,5,,29,,,-,0,,57,,170,,5,,,-,0,,3,,5,,27,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
OREGON,2014,34,,-,0,,2,,9,,22,,,-,0,,3,,21,,23,,,-,0,,2,,12,,9,,,POINT (-120.15502977999972 44.56745218600048),OREGON,
MAINE,2014,34,,-,0,,2,,2,,3,,,-,0,,1,,8,,8,,,-,0,,2,,21,,5,,,POINT (-68.98502952999962 45.2542257390005),MAINE,
NEW YORK CITY,2014,34,1,,1,,7,,29,,44,,1,,1,,4,,32,,49,,,-,0,,4,,14,,10,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
OKLAHOMA,2014,34,,-,0,,4,,12,,6,,1,,0,,5,,16,,26,,1,,0,,5,,10,,22,,,POINT (-97.52106845499969 35.472031425000466),OKLAHOMA,
INDIANA,2014,34,,-,0,,3,,12,,19,,,-,2,,7,,62,,64,,,-,2,,8,,40,,110,,,POINT (-86.14995579899966 39.76691072200049),INDIANA,
SOUTH DAKOTA,2014,34,,-,0,,1,,,-,2,,,-,0,,1,,1,,4,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
HAWAII,2014,34,,-,0,,2,,3,,14,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
CONNECTICUT,2014,34,,-,0,,3,,16,,14,,,-,0,,2,,7,,3,,,-,0,,1,,3,,,-,,POINT (-72.64983753699966 41.56266101800048),CONNECTICUT,
KENTUCKY,2014,34,,-,0,,2,,8,,17,,,-,4,,8,,95,,124,,,-,3,,8,,95,,154,,,POINT (-84.77496612599964 37.645970985000474),KENTUCKY,
GUAM,2014,34,,-,0,,4,,,-,23,,,-,0,,7,,,-,53,,,-,0,,9,,,-,50,,,POINT (144.73149801400064 13.480998894000436),GUAM,
ARIZONA,2014,34,,-,0,,3,,11,,57,,,-,0,,2,,9,,15,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865970167000455),ARIZONA,
MINNESOTA,2014,34,,-,0,,2,,3,,22,,,-,0,,1,,1,,15,,,-,0,,3,,1,,36,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
VIRGINIA,2014,34,,-,0,,3,,16,,20,,,-,1,,5,,35,,46,,1,,1,,5,,35,,25,,,POINT (-78.45788924199968 37.542682294000485),VIRGINIA,
NEW HAMPSHIRE,2014,34,,-,0,,1,,3,,6,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
TEXAS,2014,34,4,,2,,8,,70,,62,,,-,2,,10,,62,,82,,2,,0,,4,,27,,15,,,POINT (-99.4267664729997 31.827240712000446),TEXAS,
NEBRASKA,2014,34,,-,0,,2,,9,,7,,,-,0,,2,,5,,4,,,-,0,,1,,1,,2,,,POINT (-99.36571864599966 41.641041981000456),NEBRASKA,
IOWA,2014,34,,-,0,,3,,6,,3,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469401477000474),IOWA,
NEW MEXICO,2014,34,,-,0,,2,,8,,16,,,-,0,,1,,,-,1,,,-,0,,2,,11,,3,,,POINT (-106.24057768899968 34.520884020000494),NEW MEXICO,
ARKANSAS,2014,34,,-,0,,1,,1,,5,,,-,0,,4,,10,,38,,,-,0,,2,,7,,21,,,POINT (-92.27448794899965 34.74865329300047),ARKANSAS,
PENNSYLVANIA,2014,34,,-,1,,4,,28,,39,,1,,1,,4,,40,,31,,,-,1,,5,,51,,54,,,POINT (-77.86069775999965 40.79373260300048),PENNSYLVANIA,
NORTH CAROLINA,2014,34,,-,0,,2,,20,,33,,,-,1,,16,,72,,43,,,-,1,,9,,64,,44,,,POINT (-79.15924924699965 35.46622096200048),NORTH CAROLINA,
PUERTO RICO,2014,34,,-,0,,1,,2,,8,,,-,0,,2,,9,,31,,,N,0,,0,,,N,,N,,POINT (-66.49988980099965 18.24828934900046),PUERTO RICO,
ALASKA,2014,34,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),ALASKA,
CALIFORNIA,2014,34,,-,3,,7,,77,,197,,1,,2,,7,,52,,77,,2,,1,,4,,38,,52,,,POINT (-120.99999889499969 37.63864203100047),CALIFORNIA,
WEST VIRGINIA,2014,34,,-,0,,1,,5,,1,,,-,3,,8,,109,,132,,,-,1,,6,,40,,27,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
DELAWARE,2014,34,,-,0,,1,,,-,2,,,-,0,,1,,4,,8,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
COLORADO,2014,34,,-,0,,2,,8,,47,,,-,0,,2,,1,,17,,,-,0,,2,,4,,15,,,POINT (-106.13360888799969 38.84384201300048),COLORADO,
GEORGIA,2014,34,1,,1,,3,,29,,23,,1,,2,,6,,74,,77,,,-,0,,4,,16,,35,,,POINT (-83.62757601199968 32.83968158500045),GEORGIA,
LOUISIANA,2014,34,,-,0,,3,,6,,6,,,-,1,,6,,43,,45,,,-,0,,3,,12,,12,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
IDAHO,2014,34,,-,0,,1,,3,,5,,,-,0,,2,,5,,8,,,-,0,,1,,3,,6,,,POINT (-114.3637261449997 43.68263160000049),IDAHO,
NEVADA,2014,34,,-,0,,2,,6,,14,,,-,0,,3,,14,,18,,,-,0,,1,,2,,7,,,POINT (-117.07183978499972 39.493242807000456),NEVADA,
WYOMING,2014,34,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.235543013000495),WYOMING,
NORTH DAKOTA,2014,34,,-,0,,2,,4,,4,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,,POINT (-100.11842599699969 47.47531892900048),NORTH DAKOTA,
MICHIGAN,2014,34,,-,1,,4,,28,,68,,1,,1,,4,,33,,36,,,-,1,,5,,48,,48,,,POINT (-84.71438724399968 44.66132176400049),MICHIGAN,
NEW JERSEY,2014,34,,-,0,,6,,9,,43,,,-,0,,4,,2,,45,,,-,1,,4,,24,,73,,,POINT (-74.27368565099965 40.13057159500045),NEW JERSEY,
NEW YORK,2014,34,4,,1,,5,,24,,41,,,-,1,,3,,26,,28,,2,,2,,11,,64,,61,,,POINT (-75.54396639699968 42.82700178100049),NEW YORK,
KANSAS,2014,34,,-,0,,3,,3,,4,,,-,0,,1,,5,,9,,,-,0,,3,,17,,12,,,POINT (-98.20077655499966 38.3477418760005),KANSAS,
RHODE ISLAND,2014,34,,-,0,,1,,4,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
FLORIDA,2014,34,,-,2,,6,,61,,49,,4,,7,,14,,212,,192,,3,,2,,6,,60,,89,,,POINT (-81.92895558499964 28.93204444200046),FLORIDA,
MONTANA,2014,34,,-,0,,1,,5,,4,,,-,0,,1,,,-,2,,,-,0,,2,,10,,13,,,POINT (-109.42441687999968 47.06652759400049),MONTANA,
ILLINOIS,2014,34,,-,1,,5,,33,,38,,,-,1,,5,,31,,62,,,-,0,,2,,9,,26,,,POINT (-88.99770813999965 40.48501433000047),ILLINOIS,
UNITED STATES,2014,35,8,,22,,55,,706,,1188,,23,,55,,108,,1803,,1956,,9,,37,,67,,1101,,1370,,,,,
NEW ENGLAND,2014,35,,-,1,,6,,45,,64,,,-,1,,7,,38,,60,,,-,3,,9,,105,,139,,,,,
MID. ATLANTIC,2014,35,2,,4,,16,,94,,173,,2,,3,,8,,101,,161,,3,,5,,15,,157,,204,,,,,
E.N. CENTRAL,2014,35,,-,4,,9,,104,,205,,4,,10,,59,,441,,308,,3,,6,,35,,171,,242,,,,,
W.N. CENTRAL,2014,35,,-,1,,6,,37,,50,,,-,2,,5,,48,,73,,,-,1,,4,,24,,53,,,,,
S. ATLANTIC,2014,35,1,,5,,11,,151,,160,,11,,17,,26,,564,,571,,3,,7,,17,,253,,266,,,,,
DIST. OF COL.,2014,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
E.S. CENTRAL,2014,35,,-,1,,4,,26,,40,,1,,11,,17,,345,,404,,,-,6,,13,,181,,249,,,,,
W.S. CENTRAL,2014,35,3,,3,,12,,95,,82,,3,,5,,18,,138,,196,,,-,2,,9,,58,,71,,,,,
MOUNTAIN,2014,35,1,,1,,5,,46,,153,,,-,1,,5,,32,,65,,,-,2,,5,,52,,49,,,,,
PACIFIC,2014,35,1,,4,,9,,108,,261,,2,,4,,13,,96,,118,,,-,3,,10,,100,,97,,,,,
AMER. SAMOA,2014,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,AMER. SAMOA,
C.N.M.I.,2014,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
NEW YORK,2014,35,1,,1,,5,,25,,44,,,-,1,,3,,26,,28,,2,,2,,11,,65,,63,,,POINT (-75.54396639699968 42.82700178100049),NEW YORK,
LOUISIANA,2014,35,,-,0,,3,,7,,6,,,-,1,,6,,47,,47,,,-,0,,3,,14,,12,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
WASHINGTON,2014,35,,-,0,,3,,11,,24,,2,,0,,7,,16,,11,,,-,1,,9,,47,,35,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
MISSISSIPPI,2014,35,,-,0,,1,,3,,4,,1,,1,,3,,25,,41,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.745512774000474),MISSISSIPPI,
KENTUCKY,2014,35,,-,0,,2,,8,,17,,,-,4,,8,,95,,128,,,-,3,,8,,100,,159,,,POINT (-84.77496612599964 37.645970985000474),KENTUCKY,
KANSAS,2014,35,,-,0,,3,,3,,6,,,-,0,,1,,5,,9,,,-,0,,3,,17,,12,,,POINT (-98.20077655499966 38.3477418760005),KANSAS,
ILLINOIS,2014,35,,-,1,,5,,34,,41,,,-,1,,5,,31,,62,,,-,0,,2,,9,,28,,,POINT (-88.99770813999965 40.48501433000047),ILLINOIS,
WISCONSIN,2014,35,,-,0,,1,,5,,29,,,-,0,,57,,171,,5,,,-,0,,3,,5,,29,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
NORTH CAROLINA,2014,35,,-,0,,2,,20,,33,,,-,1,,16,,72,,43,,,-,1,,9,,64,,44,,,POINT (-79.15924924699965 35.46622096200048),NORTH CAROLINA,
NEW YORK CITY,2014,35,1,,1,,7,,30,,46,,1,,1,,4,,33,,52,,,-,0,,4,,14,,10,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
MISSOURI,2014,35,,-,0,,2,,12,,3,,,-,1,,4,,28,,33,,,-,0,,2,,5,,1,,,POINT (-92.56629737199967 38.63579079900046),MISSOURI,
ALABAMA,2014,35,,-,0,,2,,7,,6,,,-,2,,5,,71,,58,,,-,0,,5,,19,,17,,,POINT (-86.63185803899967 32.84057034900047),ALABAMA,
CONNECTICUT,2014,35,,-,0,,3,,16,,15,,,-,0,,2,,7,,3,,,-,0,,1,,4,,,-,,POINT (-72.64983753699966 41.56266101800048),CONNECTICUT,
OHIO,2014,35,,-,0,,4,,22,,45,,4,,4,,12,,144,,139,,1,,2,,30,,64,,21,,,POINT (-82.40425685299965 40.06021184000048),OHIO,
MONTANA,2014,35,,-,0,,1,,5,,5,,,-,0,,1,,,-,2,,,-,0,,2,,10,,13,,,POINT (-109.42441687999968 47.06652759400049),MONTANA,
RHODE ISLAND,2014,35,,-,0,,1,,4,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
OKLAHOMA,2014,35,,-,0,,4,,12,,7,,1,,0,,5,,17,,26,,,-,0,,5,,10,,23,,,POINT (-97.52106845499969 35.472031425000466),OKLAHOMA,
ALASKA,2014,35,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),ALASKA,
PUERTO RICO,2014,35,,-,0,,1,,2,,8,,,-,0,,2,,9,,32,,,N,0,,0,,,N,,N,,POINT (-66.49988980099965 18.24828934900046),PUERTO RICO,
UTAH,2014,35,,-,0,,2,,3,,9,,,-,0,,1,,3,,3,,,-,0,,2,,21,,5,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
NEBRASKA,2014,35,,-,0,,2,,9,,8,,,-,0,,2,,5,,5,,,-,0,,1,,1,,2,,,POINT (-99.36571864599966 41.641041981000456),NEBRASKA,
GEORGIA,2014,35,1,,1,,3,,30,,24,,1,,2,,6,,78,,77,,1,,0,,4,,19,,35,,,POINT (-83.62757601199968 32.83968158500045),GEORGIA,
VIRGINIA,2014,35,,-,0,,3,,16,,20,,,-,1,,5,,35,,49,,1,,1,,5,,37,,26,,,POINT (-78.45788924199968 37.542682294000485),VIRGINIA,
DELAWARE,2014,35,,-,0,,1,,,-,2,,,-,0,,1,,4,,8,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
NEW JERSEY,2014,35,,-,0,,6,,9,,44,,,-,0,,4,,2,,49,,,-,1,,4,,25,,74,,,POINT (-74.27368565099965 40.13057159500045),NEW JERSEY,
SOUTH CAROLINA,2014,35,,-,0,,1,,4,,8,,1,,1,,3,,20,,34,,,-,0,,1,,3,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
CALIFORNIA,2014,35,1,,3,,7,,83,,199,,,-,2,,7,,54,,79,,,-,1,,4,,41,,53,,,POINT (-120.99999889499969 37.63864203100047),CALIFORNIA,
COLORADO,2014,35,,-,0,,2,,8,,47,,,-,0,,2,,1,,17,,,-,0,,2,,4,,15,,,POINT (-106.13360888799969 38.84384201300048),COLORADO,
HAWAII,2014,35,,-,0,,2,,4,,14,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
NEW HAMPSHIRE,2014,35,,-,0,,1,,3,,6,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
MARYLAND,2014,35,,-,0,,3,,16,,19,,,-,1,,3,,24,,33,,,-,1,,3,,29,,36,,,POINT (-76.60925970899967 39.29058224000045),MARYLAND,
IDAHO,2014,35,1,,0,,1,,4,,5,,,-,0,,2,,5,,8,,,-,0,,1,,3,,6,,,POINT (-114.3637261449997 43.68263160000049),IDAHO,
ARIZONA,2014,35,,-,0,,3,,11,,57,,,-,0,,2,,9,,15,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865970167000455),ARIZONA,
MASSACHUSETTS,2014,35,,-,0,,2,,18,,31,,,-,1,,7,,19,,48,,,-,2,,8,,79,,130,,,POINT (-72.08268985899963 42.27687014100047),MASSACHUSETTS,
TENNESSEE,2014,35,,-,0,,2,,8,,13,,,-,5,,10,,154,,177,,,-,2,,4,,62,,73,,,POINT (-85.77448642199965 35.68094014000047),TENNESSEE,
INDIANA,2014,35,,-,0,,3,,14,,20,,,-,2,,7,,62,,66,,,-,2,,8,,41,,113,,,POINT (-86.14995579899966 39.76691072200049),INDIANA,
NEW MEXICO,2014,35,,-,0,,2,,8,,16,,,-,0,,1,,,-,1,,,-,0,,2,,11,,3,,,POINT (-106.24057768899968 34.520884020000494),NEW MEXICO,
PENNSYLVANIA,2014,35,,-,1,,4,,30,,39,,1,,1,,4,,40,,32,,1,,1,,5,,53,,57,,,POINT (-77.86069775999965 40.79373260300048),PENNSYLVANIA,
MICHIGAN,2014,35,,-,1,,4,,29,,70,,,-,1,,4,,33,,36,,2,,1,,5,,52,,51,,,POINT (-84.71438724399968 44.66132176400049),MICHIGAN,
MAINE,2014,35,,-,0,,2,,2,,3,,,-,0,,1,,8,,8,,,-,0,,2,,21,,6,,,POINT (-68.98502952999962 45.2542257390005),MAINE,
ARKANSAS,2014,35,,-,0,,1,,1,,6,,,-,0,,4,,10,,38,,,-,0,,2,,7,,21,,,POINT (-92.27448794899965 34.74865329300047),ARKANSAS,
VERMONT,2014,35,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,,POINT (-72.51763944499965 43.62538000100045),VERMONT,
SOUTH DAKOTA,2014,35,,-,0,,1,,,-,2,,,-,0,,1,,1,,4,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
NEVADA,2014,35,,-,0,,2,,6,,14,,,-,0,,3,,14,,19,,,-,0,,1,,3,,7,,,POINT (-117.07183978499972 39.493242807000456),NEVADA,
WEST VIRGINIA,2014,35,,-,0,,1,,5,,1,,,-,3,,8,,110,,133,,,-,1,,6,,40,,30,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
C.N.M.I.,2014,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
GUAM,2014,35,,-,0,,4,,,-,23,,,-,0,,7,,,-,53,,,-,0,,7,,,-,50,,,POINT (144.73149801400064 13.480998894000436),GUAM,
NORTH DAKOTA,2014,35,,-,0,,2,,4,,5,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,,POINT (-100.11842599699969 47.47531892900048),NORTH DAKOTA,
FLORIDA,2014,35,,-,2,,6,,60,,53,,9,,7,,14,,221,,194,,1,,2,,6,,61,,95,,,POINT (-81.92895558499964 28.93204444200046),FLORIDA,
OREGON,2014,35,,-,0,,2,,9,,23,,,-,0,,3,,21,,23,,,-,0,,2,,12,,9,,,POINT (-120.15502977999972 44.56745218600048),OREGON,
MINNESOTA,2014,35,,-,0,,2,,3,,23,,,-,0,,1,,1,,15,,,-,0,,3,,1,,36,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
IOWA,2014,35,,-,0,,3,,6,,3,,,-,0,,2,,7,,7,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469401477000474),IOWA,
TEXAS,2014,35,3,,2,,8,,75,,63,,2,,2,,10,,64,,85,,,-,0,,4,,27,,15,,,POINT (-99.4267664729997 31.827240712000446),TEXAS,
WYOMING,2014,35,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.235543013000495),WYOMING,
UNITED STATES,2014,36,14,,22,,55,,734,,1238,,20,,55,,110,,1854,,2009,,8,,37,,67,,1157,,1401,,,,,
NEW ENGLAND,2014,36,,-,1,,6,,45,,65,,,-,1,,7,,38,,63,,,-,3,,9,,105,,141,,,,,
MID. ATLANTIC,2014,36,6,,3,,16,,101,,189,,2,,3,,8,,103,,167,,3,,5,,15,,162,,209,,,,,
E.N. CENTRAL,2014,36,2,,3,,9,,108,,214,,1,,10,,60,,451,,317,,,-,6,,35,,187,,249,,,,,
W.N. CENTRAL,2014,36,,-,1,,6,,38,,54,,1,,2,,5,,50,,76,,,-,1,,4,,24,,53,,,,,
S. ATLANTIC,2014,36,4,,5,,11,,159,,171,,9,,17,,27,,583,,584,,2,,7,,17,,262,,271,,,,,
DIST. OF COL.,2014,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
E.S. CENTRAL,2014,36,,-,1,,4,,26,,43,,4,,11,,17,,356,,414,,1,,6,,13,,205,,254,,,,,
W.S. CENTRAL,2014,36,1,,3,,12,,100,,83,,2,,5,,18,,142,,200,,,-,2,,9,,59,,72,,,,,
MOUNTAIN,2014,36,,-,1,,5,,48,,153,,1,,1,,5,,34,,68,,,-,2,,5,,52,,51,,,,,
PACIFIC,2014,36,1,,4,,9,,109,,266,,,-,4,,13,,97,,120,,2,,3,,10,,101,,101,,,,,
AMER. SAMOA,2014,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,AMER. SAMOA,
C.N.M.I.,2014,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
KANSAS,2014,36,,-,0,,3,,3,,7,,,-,0,,1,,5,,9,,,-,0,,3,,17,,12,,,POINT (-98.20077655499966 38.3477418760005),KANSAS,
LOUISIANA,2014,36,,-,0,,3,,7,,6,,,-,1,,6,,49,,49,,,-,0,,3,,15,,12,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
ARIZONA,2014,36,,-,0,,3,,11,,57,,,-,0,,2,,9,,16,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865970167000455),ARIZONA,
RHODE ISLAND,2014,36,,-,0,,1,,4,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
NEW YORK,2014,36,2,,1,,5,,27,,46,,1,,1,,3,,27,,30,,1,,2,,11,,66,,65,,,POINT (-75.54396639699968 42.82700178100049),NEW YORK,
SOUTH DAKOTA,2014,36,,-,0,,1,,,-,2,,,-,0,,1,,1,,4,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
UTAH,2014,36,,-,0,,2,,4,,9,,,-,0,,1,,4,,3,,,-,0,,2,,21,,6,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
OREGON,2014,36,,-,0,,2,,9,,23,,,-,0,,3,,22,,23,,,-,0,,2,,11,,10,,,POINT (-120.15502977999972 44.56745218600048),OREGON,
NEBRASKA,2014,36,,-,0,,2,,9,,8,,,-,0,,2,,5,,5,,,-,0,,1,,1,,2,,,POINT (-99.36571864599966 41.641041981000456),NEBRASKA,
WASHINGTON,2014,36,1,,0,,3,,12,,26,,,-,0,,7,,16,,11,,2,,1,,9,,49,,36,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
NORTH CAROLINA,2014,36,,-,0,,2,,20,,35,,,-,1,,16,,72,,46,,,-,1,,9,,64,,45,,,POINT (-79.15924924699965 35.46622096200048),NORTH CAROLINA,
ILLINOIS,2014,36,,-,1,,5,,34,,46,,,-,1,,5,,33,,62,,,-,0,,2,,17,,29,,,POINT (-88.99770813999965 40.48501433000047),ILLINOIS,
MINNESOTA,2014,36,,-,0,,2,,3,,25,,,-,0,,1,,1,,16,,,-,0,,3,,1,,36,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
CONNECTICUT,2014,36,,-,0,,3,,16,,15,,,-,0,,2,,7,,4,,,-,0,,1,,4,,,-,,POINT (-72.64983753699966 41.56266101800048),CONNECTICUT,
KENTUCKY,2014,36,,-,0,,2,,8,,18,,,-,4,,8,,95,,133,,,-,4,,8,,117,,164,,,POINT (-84.77496612599964 37.645970985000474),KENTUCKY,
DELAWARE,2014,36,,-,0,,1,,,-,2,,,-,0,,1,,4,,8,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
ALABAMA,2014,36,,-,0,,2,,7,,6,,,-,2,,5,,72,,58,,,-,0,,5,,20,,17,,,POINT (-86.63185803899967 32.84057034900047),ALABAMA,
MASSACHUSETTS,2014,36,,-,0,,2,,18,,32,,,-,1,,7,,19,,49,,,-,2,,8,,79,,132,,,POINT (-72.08268985899963 42.27687014100047),MASSACHUSETTS,
CALIFORNIA,2014,36,,-,3,,7,,83,,202,,,-,2,,7,,54,,81,,,-,1,,4,,41,,55,,,POINT (-120.99999889499969 37.63864203100047),CALIFORNIA,
WEST VIRGINIA,2014,36,,-,0,,1,,5,,2,,,-,3,,8,,119,,137,,,-,1,,6,,47,,30,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
NEW HAMPSHIRE,2014,36,,-,0,,1,,3,,6,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
TENNESSEE,2014,36,,-,0,,2,,8,,15,,4,,5,,10,,163,,181,,1,,2,,4,,68,,73,,,POINT (-85.77448642199965 35.68094014000047),TENNESSEE,
MISSISSIPPI,2014,36,,-,0,,1,,3,,4,,,-,1,,3,,26,,42,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.745512774000474),MISSISSIPPI,
TEXAS,2014,36,1,,2,,8,,80,,63,,,-,2,,10,,63,,87,,,-,0,,4,,27,,15,,,POINT (-99.4267664729997 31.827240712000446),TEXAS,
OHIO,2014,36,1,,0,,4,,23,,45,,,-,4,,12,,144,,145,,,-,2,,30,,66,,21,,,POINT (-82.40425685299965 40.06021184000048),OHIO,
WISCONSIN,2014,36,,-,0,,1,,5,,29,,1,,0,,57,,172,,5,,,-,0,,3,,5,,29,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
GUAM,2014,36,,-,0,,4,,,-,23,,,-,0,,7,,,-,53,,,-,0,,7,,,-,50,,,POINT (144.73149801400064 13.480998894000436),GUAM,
MISSOURI,2014,36,,-,0,,2,,12,,4,,1,,1,,4,,30,,35,,,-,0,,2,,5,,1,,,POINT (-92.56629737199967 38.63579079900046),MISSOURI,
